64gpu:
[2026-07-07 22:35:30] iteration       10/     220 | consumed samples:         5120 | elapsed time per iteration (ms): 39515.6 | learning rate: 8.000000E-05 | global batch size:   512 | lm loss: 2.544449E+01 | loss scale: 1.0 | grad norm: 20.633 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-10 00:51:25] iteration       80/     220 | consumed samples:        40960 | elapsed time per iteration (ms): 14828.5 | learning rate: 3.999999E-04 | global batch size:   512 | lm loss: 9.614758E+00 | loss scale: 1.0 | grad norm: 1.484 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-10 00:54:22] iteration       90/     220 | consumed samples:        46080 | elapsed time per iteration (ms): 17708.3 | learning rate: 3.999998E-04 | global batch size:   512 | lm loss: 9.079585E+00 | loss scale: 1.0 | grad norm: 1.185 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-10 00:56:51] iteration      100/     220 | consumed samples:        51200 | elapsed time per iteration (ms): 14864.9 | learning rate: 3.999998E-04 | global batch size:   512 | lm loss: 8.196837E+00 | loss scale: 1.0 | grad norm: 0.913 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-10 00:59:47] iteration      110/     220 | consumed samples:        56320 | elapsed time per iteration (ms): 17581.7 | learning rate: 3.999997E-04 | global batch size:   512 | lm loss: 9.046773E+00 | loss scale: 1.0 | grad norm: 1.068 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-10 01:02:15] iteration      120/     220 | consumed samples:        61440 | elapsed time per iteration (ms): 14824.3 | learning rate: 3.999996E-04 | global batch size:   512 | lm loss: 8.128933E+00 | loss scale: 1.0 | grad norm: 0.760 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-10 01:05:13] iteration      130/     220 | consumed samples:        66560 | elapsed time per iteration (ms): 17791.9 | learning rate: 3.999994E-04 | global batch size:   512 | lm loss: 8.150413E+00 | loss scale: 1.0 | grad norm: 0.588 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-10 01:07:41] iteration      140/     220 | consumed samples:        71680 | elapsed time per iteration (ms): 14825.4 | learning rate: 3.999993E-04 | global batch size:   512 | lm loss: 7.782392E+00 | loss scale: 1.0 | grad norm: 0.414 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-10 01:10:38] iteration      150/     220 | consumed samples:        76800 | elapsed time per iteration (ms): 17646.1 | learning rate: 3.999991E-04 | global batch size:   512 | lm loss: 7.864835E+00 | loss scale: 1.0 | grad norm: 0.514 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-10 01:13:06] iteration      160/     220 | consumed samples:        81920 | elapsed time per iteration (ms): 14807.9 | learning rate: 3.999989E-04 | global batch size:   512 | lm loss: 7.632536E+00 | loss scale: 1.0 | grad norm: 0.242 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-10 01:16:03] iteration      170/     220 | consumed samples:        87040 | elapsed time per iteration (ms): 17700.7 | learning rate: 3.999987E-04 | global batch size:   512 | lm loss: 7.668767E+00 | loss scale: 1.0 | grad norm: 0.428 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-10 01:18:32] iteration      180/     220 | consumed samples:        92160 | elapsed time per iteration (ms): 14873.9 | learning rate: 3.999985E-04 | global batch size:   512 | lm loss: 7.482625E+00 | loss scale: 1.0 | grad norm: 0.253 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-10 01:21:32] iteration      190/     220 | consumed samples:        97280 | elapsed time per iteration (ms): 18036.4 | learning rate: 3.999982E-04 | global batch size:   512 | lm loss: 7.533146E+00 | loss scale: 1.0 | grad norm: 0.263 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-10 01:24:01] iteration      200/     220 | consumed samples:       102400 | elapsed time per iteration (ms): 14906.4 | learning rate: 3.999980E-04 | global batch size:   512 | lm loss: 7.362729E+00 | loss scale: 1.0 | grad norm: 0.228 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-10 01:26:57] iteration      210/     220 | consumed samples:       107520 | elapsed time per iteration (ms): 17574.9 | learning rate: 3.999977E-04 | global batch size:   512 | lm loss: 7.445267E+00 | loss scale: 1.0 | grad norm: 0.292 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-10 01:29:28] iteration      220/     220 | consumed samples:       112640 | elapsed time per iteration (ms): 15132.8 | learning rate: 3.999974E-04 | global batch size:   512 | lm loss: 7.296642E+00 | loss scale: 1.0 | grad norm: 0.213 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
256gpu:
[2026-07-11 04:11:09] iteration       10/     220 | consumed samples:         5120 | elapsed time per iteration (ms): 23733.5 | learning rate: 8.000000E-05 | global batch size:   512 | lm loss: 2.578266E+01 | loss scale: 1.0 | grad norm: 16.622 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-11 04:14:30] iteration       20/     220 | consumed samples:        10240 | elapsed time per iteration (ms): 20159.3 | learning rate: 1.600000E-04 | global batch size:   512 | lm loss: 1.360677E+01 | loss scale: 1.0 | grad norm: 78.275 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-11 04:18:10] iteration       30/     220 | consumed samples:        15360 | elapsed time per iteration (ms): 21932.2 | learning rate: 2.400000E-04 | global batch size:   512 | lm loss: 9.646469E+00 | loss scale: 1.0 | grad norm: 24.902 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-11 04:21:33] iteration       40/     220 | consumed samples:        20480 | elapsed time per iteration (ms): 20347.8 | learning rate: 3.200000E-04 | global batch size:   512 | lm loss: 8.487591E+00 | loss scale: 1.0 | grad norm: 10.221 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-11 04:23:26] iteration       50/     220 | consumed samples:        25600 | elapsed time per iteration (ms): 11267.2 | learning rate: 4.000000E-04 | global batch size:   512 | lm loss: 9.277360E+00 | loss scale: 1.0 | grad norm: 1.317 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-11 04:24:46] iteration       60/     220 | consumed samples:        30720 | elapsed time per iteration (ms): 7974.4 | learning rate: 4.000000E-04 | global batch size:   512 | lm loss: 9.008339E+00 | loss scale: 1.0 | grad norm: 0.863 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-11 04:26:33] iteration       70/     220 | consumed samples:        35840 | elapsed time per iteration (ms): 10765.5 | learning rate: 4.000000E-04 | global batch size:   512 | lm loss: 1.088765E+01 | loss scale: 1.0 | grad norm: 0.689 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-11 04:27:52] iteration       80/     220 | consumed samples:        40960 | elapsed time per iteration (ms): 7893.6 | learning rate: 3.999999E-04 | global batch size:   512 | lm loss: 8.886690E+00 | loss scale: 1.0 | grad norm: 0.650 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-11 04:29:38] iteration       90/     220 | consumed samples:        46080 | elapsed time per iteration (ms): 10592.3 | learning rate: 3.999998E-04 | global batch size:   512 | lm loss: 9.065656E+00 | loss scale: 1.0 | grad norm: 0.622 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-11 04:30:57] iteration      100/     220 | consumed samples:        51200 | elapsed time per iteration (ms): 7871.8 | learning rate: 3.999998E-04 | global batch size:   512 | lm loss: 8.307604E+00 | loss scale: 1.0 | grad norm: 0.511 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-11 04:32:42] iteration      110/     220 | consumed samples:        56320 | elapsed time per iteration (ms): 10524.5 | learning rate: 3.999997E-04 | global batch size:   512 | lm loss: 8.445406E+00 | loss scale: 1.0 | grad norm: 0.334 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-11 04:34:01] iteration      120/     220 | consumed samples:        61440 | elapsed time per iteration (ms): 7932.8 | learning rate: 3.999996E-04 | global batch size:   512 | lm loss: 7.990169E+00 | loss scale: 1.0 | grad norm: 0.215 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-11 04:35:48] iteration      130/     220 | consumed samples:        66560 | elapsed time per iteration (ms): 10671.3 | learning rate: 3.999994E-04 | global batch size:   512 | lm loss: 7.967056E+00 | loss scale: 1.0 | grad norm: 0.323 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-11 04:37:07] iteration      140/     220 | consumed samples:        71680 | elapsed time per iteration (ms): 7894.5 | learning rate: 3.999993E-04 | global batch size:   512 | lm loss: 7.802505E+00 | loss scale: 1.0 | grad norm: 0.163 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-11 04:38:54] iteration      150/     220 | consumed samples:        76800 | elapsed time per iteration (ms): 10642.1 | learning rate: 3.999991E-04 | global batch size:   512 | lm loss: 8.142101E+00 | loss scale: 1.0 | grad norm: 0.364 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-11 04:40:12] iteration      160/     220 | consumed samples:        81920 | elapsed time per iteration (ms): 7887.5 | learning rate: 3.999989E-04 | global batch size:   512 | lm loss: 7.780846E+00 | loss scale: 1.0 | grad norm: 0.176 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-11 04:41:58] iteration      170/     220 | consumed samples:        87040 | elapsed time per iteration (ms): 10512.8 | learning rate: 3.999987E-04 | global batch size:   512 | lm loss: 7.782189E+00 | loss scale: 1.0 | grad norm: 0.174 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-11 04:43:17] iteration      180/     220 | consumed samples:        92160 | elapsed time per iteration (ms): 7898.7 | learning rate: 3.999985E-04 | global batch size:   512 | lm loss: 7.685416E+00 | loss scale: 1.0 | grad norm: 0.136 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-11 04:45:01] iteration      190/     220 | consumed samples:        97280 | elapsed time per iteration (ms): 10432.4 | learning rate: 3.999982E-04 | global batch size:   512 | lm loss: 7.720647E+00 | loss scale: 1.0 | grad norm: 0.151 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-11 04:46:20] iteration      200/     220 | consumed samples:       102400 | elapsed time per iteration (ms): 7917.8 | learning rate: 3.999980E-04 | global batch size:   512 | lm loss: 7.585097E+00 | loss scale: 1.0 | grad norm: 0.146 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-11 04:48:04] iteration      210/     220 | consumed samples:       107520 | elapsed time per iteration (ms): 10439.9 | learning rate: 3.999977E-04 | global batch size:   512 | lm loss: 8.079031E+00 | loss scale: 1.0 | grad norm: 0.191 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
[2026-07-11 04:49:24] iteration      220/     220 | consumed samples:       112640 | elapsed time per iteration (ms): 7967.3 | learning rate: 3.999974E-04 | global batch size:   512 | lm loss: 7.554013E+00 | loss scale: 1.0 | grad norm: 0.121 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
